Fecha,Producto,Unidad de Medida,Precio Mínimo,Precio Máximo
2022-03-18,Calabacita Italiana,1Kg,10.00,18.00
2022-03-18,Chile poblano,1Kg,20.00,32.00
2022-03-18,Chile serrano,1Kg,20.00,30.00
2022-03-18,Cebolla bola,1Kg,23.00,28.00
2022-03-18,Chayote sin espina,1Kg,8.00,18.00
2022-03-18,Jitomate Saladette,1Kg,13.00,19.00
2022-03-18,Lechuga romana,1Kg,10.00,15.00
2022-03-18,Papa alpha,1Kg,13.00,18.00
2022-03-18,Pepino,1Kg,11.00,23.00
2022-03-18,Tomate verde,1Kg,12.00,16.00
2022-03-18,Zanahoria mediana,1Kg,10.00,12.00
2022-03-19,Aceite Mixto,1Kg,40.00,45.00
2022-03-19,Arroz largo,1Kg,18.00,26.00
2022-03-19,Azúcar Estándar,1Kg,36.00,42.00
2022-03-19,Harina de Trigo,1Kg,15.00,21.00
2022-03-19,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-19,Frijol Negro,1Kg,24.00,25.00
2022-03-19,Huevo Blanco,1Kg,38.00,40.00
2022-03-19,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-19,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-19,Aguacate Hass,1Kg,40.00,90.00
2022-03-19,Limón con semilla,1Kg,40.00,75.00
2022-03-19,Guayaba,1Kg,16.00,25.00
2022-03-19,Manzana Golden,1Kg,7.00,10.00
2022-03-19,Manzana Starking,1Kg,40.00,50.00
2022-03-19,Naranja mediana,1Kg,45.00,50.00
2022-03-19,Papaya maradol,1Kg,15.00,20.00
2022-03-19,Piña,1Kg,10.00,16.00
2022-03-19,Plátano,1Kg,18.00,22.00
2022-03-19,Sandía,1Kg,8.00,12.00
2022-03-19,Calabacita Italiana,1Kg,10.00,18.00
2022-03-19,Chile poblano,1Kg,20.00,32.00
2022-03-19,Chile serrano,1Kg,20.00,30.00
2022-03-19,Cebolla bola,1Kg,23.00,28.00
2022-03-19,Chayote sin espina,1Kg,8.00,18.00
2022-03-19,Jitomate Saladette,1Kg,13.00,19.00
2022-03-19,Lechuga romana,1Kg,10.00,15.00
2022-03-19,Papa alpha,1Kg,13.00,18.00
2022-03-19,Pepino,1Kg,11.00,23.00
2022-03-19,Tomate verde,1Kg,12.00,16.00
2022-03-19,Zanahoria mediana,1Kg,10.00,12.00
2022-03-20,Aceite Mixto,1Kg,40.00,45.00
2022-03-20,Arroz largo,1Kg,18.00,26.00
2022-03-20,Azúcar Estándar,1Kg,36.00,42.00
2022-03-20,Harina de Trigo,1Kg,15.00,21.00
2022-03-20,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-20,Frijol Negro,1Kg,24.00,25.00
2022-03-20,Huevo Blanco,1Kg,38.00,40.00
2022-03-20,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-20,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-20,Aguacate Hass,1Kg,40.00,90.00
2022-03-20,Limón con semilla,1Kg,40.00,75.00
2022-03-20,Guayaba,1Kg,16.00,25.00
2022-03-20,Manzana Golden,1Kg,7.00,10.00
2022-03-20,Manzana Starking,1Kg,40.00,50.00
2022-03-20,Naranja mediana,1Kg,45.00,50.00
2022-03-20,Papaya maradol,1Kg,15.00,20.00
2022-03-20,Piña,1Kg,10.00,16.00
2022-03-20,Plátano,1Kg,18.00,22.00
2022-03-20,Sandía,1Kg,8.00,12.00
2022-03-20,Calabacita Italiana,1Kg,10.00,18.00
2022-03-20,Chile poblano,1Kg,20.00,32.00
2022-03-20,Chile serrano,1Kg,20.00,30.00
2022-03-20,Cebolla bola,1Kg,23.00,28.00
2022-03-20,Chayote sin espina,1Kg,8.00,18.00
2022-03-20,Jitomate Saladette,1Kg,13.00,19.00
2022-03-20,Lechuga romana,1Kg,10.00,15.00
2022-03-20,Papa alpha,1Kg,13.00,18.00
2022-03-20,Pepino,1Kg,11.00,23.00
2022-03-20,Tomate verde,1Kg,12.00,16.00
2022-03-20,Zanahoria mediana,1Kg,10.00,12.00
2022-03-21,Aceite Mixto,1Kg,40.00,45.00
2022-03-21,Arroz largo,1Kg,18.00,26.00
2022-03-21,Azúcar Estándar,1Kg,36.00,42.00
2022-03-21,Harina de Trigo,1Kg,15.00,21.00
2022-03-21,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-21,Frijol Negro,1Kg,24.00,25.00
2022-03-21,Huevo Blanco,1Kg,38.00,40.00
2022-03-21,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-21,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-21,Aguacate Hass,1Kg,40.00,90.00
2022-03-21,Limón con semilla,1Kg,40.00,75.00
2022-03-21,Guayaba,1Kg,16.00,25.00
2022-03-21,Manzana Golden,1Kg,7.00,10.00
2022-03-21,Manzana Starking,1Kg,40.00,50.00
2022-03-21,Naranja mediana,1Kg,45.00,50.00
2022-03-21,Papaya maradol,1Kg,15.00,20.00
2022-03-21,Piña,1Kg,10.00,16.00
2022-03-21,Plátano,1Kg,18.00,22.00
2022-03-21,Sandía,1Kg,8.00,12.00
2022-03-21,Calabacita Italiana,1Kg,10.00,18.00
2022-03-21,Chile poblano,1Kg,20.00,32.00
2022-03-21,Chile serrano,1Kg,20.00,30.00
2022-03-21,Cebolla bola,1Kg,23.00,28.00
2022-03-21,Chayote sin espina,1Kg,8.00,18.00
2022-03-21,Jitomate Saladette,1Kg,13.00,19.00
2022-03-21,Lechuga romana,1Kg,10.00,15.00
2022-03-21,Papa alpha,1Kg,13.00,18.00
2022-03-21,Pepino,1Kg,11.00,23.00
2022-03-21,Tomate verde,1Kg,12.00,16.00
2022-03-21,Zanahoria mediana,1Kg,10.00,12.00
2022-03-22,Aceite Mixto,1Kg,40.00,45.00
2022-03-22,Arroz largo,1Kg,18.00,26.00
2022-03-22,Azúcar Estándar,1Kg,38.00,40.00
2022-03-22,Harina de Trigo,1Kg,20.00,20.00
2022-03-22,Frijol Flor de Mayo,1Kg,30.00,30.00
2022-03-22,Frijol Negro,1Kg,25.00,25.00
2022-03-22,Huevo Blanco,1Kg,40.00,40.00
2022-03-22,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-22,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-22,Aguacate Hass,1Kg,40.00,90.00
2022-03-22,Limón con semilla,1Kg,40.00,75.00
2022-03-22,Guayaba,1Kg,16.00,25.00
2022-03-22,Manzana Golden,1Kg,7.00,10.00
2022-03-22,Manzana Starking,1Kg,40.00,50.00
2022-03-22,Naranja mediana,1Kg,45.00,50.00
2022-03-22,Papaya maradol,1Kg,15.00,20.00
2022-03-22,Piña,1Kg,10.00,16.00
2022-03-22,Plátano,1Kg,18.00,22.00
2022-03-22,Sandía,1Kg,8.00,12.00
2022-03-22,Calabacita Italiana,1Kg,10.00,18.00
2022-03-22,Chile poblano,1Kg,20.00,30.00
2022-03-22,Chile serrano,1Kg,22.00,30.00
2022-03-22,Cebolla bola,1Kg,23.00,28.00
2022-03-22,Chayote sin espina,1Kg,8.00,15.00
2022-03-22,Jitomate Saladette,1Kg,12.00,20.00
2022-03-22,Lechuga romana,1Kg,10.00,15.00
2022-03-22,Papa alpha,1Kg,13.00,18.00
2022-03-22,Pepino,1Kg,15.00,20.00
2022-03-22,Tomate verde,1Kg,13.00,15.00
2022-03-22,Zanahoria mediana,1Kg,10.00,13.00
2022-03-23,Aceite Mixto,1Kg,40.00,45.00
2022-03-23,Arroz largo,1Kg,18.00,26.00
2022-03-23,Azúcar Estándar,1Kg,36.00,40.00
2022-03-23,Harina de Trigo,1Kg,19.00,21.00
2022-03-23,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-23,Frijol Negro,1Kg,24.00,25.00
2022-03-23,Huevo Blanco,1Kg,36.00,40.00
2022-03-23,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-23,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-23,Aguacate Hass,1Kg,75.00,90.00
2022-03-23,Limón con semilla,1Kg,35.00,55.00
2022-03-23,Guayaba,1Kg,20.00,25.00
2022-03-23,Manzana Golden,1Kg,40.00,50.00
2022-03-23,Manzana Starking,1Kg,45.00,50.00
2022-03-23,Naranja mediana,1Kg,7.00,10.00
2022-03-23,Papaya maradol,1Kg,17.00,20.00
2022-03-23,Piña,1Kg,10.00,16.00
2022-03-23,Plátano,1Kg,15.00,22.00
2022-03-23,Sandía,1Kg,10.00,20.00
2022-03-23,Calabacita Italiana,1Kg,10.00,16.00
2022-03-23,Chile poblano,1Kg,19.00,30.00
2022-03-23,Chile serrano,1Kg,23.00,40.00
2022-03-23,Cebolla bola,1Kg,23.00,28.00
2022-03-23,Chayote sin espina,1Kg,7.00,15.00
2022-03-23,Jitomate Saladette,1Kg,15.00,20.00
2022-03-23,Lechuga romana,1Kg,10.00,15.00
2022-03-23,Papa alpha,1Kg,13.00,18.00
2022-03-23,Pepino,1Kg,16.00,20.00
2022-03-23,Tomate verde,1Kg,13.00,18.00
2022-03-23,Zanahoria mediana,1Kg,10.00,12.00
2022-03-24,Aceite Mixto,1Kg,40.00,45.00
2022-03-24,Arroz largo,1Kg,18.00,26.00
2022-03-24,Azúcar Estándar,1Kg,36.00,40.00
2022-03-24,Harina de Trigo,1Kg,19.00,21.00
2022-03-24,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-24,Frijol Negro,1Kg,24.00,25.00
2022-03-24,Huevo Blanco,1Kg,36.00,40.00
2022-03-24,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-24,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-24,Aguacate Hass,1Kg,75.00,90.00
2022-03-24,Limón con semilla,1Kg,35.00,55.00
2022-03-24,Guayaba,1Kg,20.00,25.00
2022-03-24,Manzana Golden,1Kg,40.00,50.00
2022-03-24,Manzana Starking,1Kg,45.00,50.00
2022-03-24,Naranja mediana,1Kg,7.00,10.00
2022-03-24,Papaya maradol,1Kg,17.00,20.00
2022-03-24,Piña,1Kg,10.00,16.00
2022-03-24,Plátano,1Kg,15.00,22.00
2022-03-24,Sandía,1Kg,10.00,12.00
2022-03-24,Calabacita Italiana,1Kg,10.00,13.00
2022-03-24,Chile poblano,1Kg,19.00,30.00
2022-03-24,Chile serrano,1Kg,22.00,40.00
2022-03-24,Cebolla bola,1Kg,23.00,28.00
2022-03-24,Chayote sin espina,1Kg,7.00,15.00
2022-03-24,Jitomate Saladette,1Kg,15.00,20.00
2022-03-24,Lechuga romana,1Kg,10.00,15.00
2022-03-24,Papa alpha,1Kg,13.00,18.00
2022-03-24,Pepino,1Kg,16.00,20.00
2022-03-24,Tomate verde,1Kg,13.00,18.00
2022-03-24,Zanahoria mediana,1Kg,10.00,12.00
2022-03-25,Aceite Mixto,1Kg,40.00,45.00
2022-03-25,Arroz largo,1Kg,18.00,26.00
2022-03-25,Azúcar Estándar,1Kg,36.00,40.00
2022-03-25,Harina de Trigo,1Kg,19.00,21.00
2022-03-25,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-25,Frijol Negro,1Kg,24.00,25.00
2022-03-25,Huevo Blanco,1Kg,36.00,40.00
2022-03-25,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-25,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-25,Aguacate Hass,1Kg,75.00,90.00
2022-03-25,Limón con semilla,1Kg,35.00,55.00
2022-03-25,Guayaba,1Kg,20.00,25.00
2022-03-25,Manzana Golden,1Kg,40.00,50.00
2022-03-25,Manzana Starking,1Kg,45.00,50.00
2022-03-25,Naranja mediana,1Kg,7.00,10.00
2022-03-25,Papaya maradol,1Kg,17.00,20.00
2022-03-25,Piña,1Kg,10.00,16.00
2022-03-25,Plátano,1Kg,15.00,22.00
2022-03-25,Sandía,1Kg,10.00,12.00
2022-03-25,Calabacita Italiana,1Kg,10.00,13.00
2022-03-25,Chile poblano,1Kg,19.00,30.00
2022-03-25,Chile serrano,1Kg,22.00,40.00
2022-03-25,Cebolla bola,1Kg,23.00,28.00
2022-03-25,Chayote sin espina,1Kg,7.00,15.00
2022-03-25,Jitomate Saladette,1Kg,15.00,20.00
2022-03-25,Lechuga romana,1Kg,10.00,15.00
2022-03-25,Papa alpha,1Kg,13.00,18.00
2022-03-25,Pepino,1Kg,16.00,20.00
2022-03-25,Tomate verde,1Kg,13.00,18.00
2022-03-25,Zanahoria mediana,1Kg,10.00,12.00
2022-03-26,Aceite Mixto,1Kg,40.00,45.00
2022-03-26,Arroz largo,1Kg,18.00,26.00
2022-03-26,Azúcar Estándar,1Kg,36.00,40.00
2022-03-26,Harina de Trigo,1Kg,19.00,21.00
2022-03-26,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-26,Frijol Negro,1Kg,24.00,25.00
2022-03-26,Huevo Blanco,1Kg,36.00,40.00
2022-03-26,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-26,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-26,Aguacate Hass,1Kg,75.00,90.00
2022-03-26,Limón con semilla,1Kg,35.00,55.00
2022-03-26,Guayaba,1Kg,20.00,25.00
2022-03-26,Manzana Golden,1Kg,40.00,50.00
2022-03-26,Manzana Starking,1Kg,45.00,50.00
2022-03-26,Naranja mediana,1Kg,7.00,10.00
2022-03-26,Papaya maradol,1Kg,17.00,20.00
2022-03-26,Piña,1Kg,10.00,16.00
2022-03-26,Plátano,1Kg,15.00,22.00
2022-03-26,Sandía,1Kg,10.00,12.00
2022-03-26,Calabacita Italiana,1Kg,10.00,13.00
2022-03-26,Chile poblano,1Kg,19.00,30.00
2022-03-26,Chile serrano,1Kg,22.00,40.00
2022-03-26,Cebolla bola,1Kg,23.00,28.00
2022-03-26,Chayote sin espina,1Kg,7.00,15.00
2022-03-26,Jitomate Saladette,1Kg,15.00,20.00
2022-03-26,Lechuga romana,1Kg,10.00,15.00
2022-03-26,Papa alpha,1Kg,13.00,18.00
2022-03-26,Pepino,1Kg,16.00,20.00
2022-03-26,Tomate verde,1Kg,13.00,18.00
2022-03-26,Zanahoria mediana,1Kg,10.00,12.00
2022-03-27,Aceite Mixto,1Kg,40.00,45.00
2022-03-27,Arroz largo,1Kg,18.00,26.00
2022-03-27,Azúcar Estándar,1Kg,36.00,40.00
2022-03-27,Harina de Trigo,1Kg,19.00,21.00
2022-03-27,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-27,Frijol Negro,1Kg,24.00,25.00
2022-03-27,Huevo Blanco,1Kg,36.00,40.00
2022-03-27,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-27,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-27,Aguacate Hass,1Kg,75.00,90.00
2022-03-27,Limón con semilla,1Kg,35.00,55.00
2022-03-27,Guayaba,1Kg,20.00,25.00
2022-03-27,Manzana Golden,1Kg,40.00,50.00
2022-03-27,Manzana Starking,1Kg,45.00,50.00
2022-03-27,Naranja mediana,1Kg,7.00,10.00
2022-03-27,Papaya maradol,1Kg,17.00,20.00
2022-03-27,Piña,1Kg,10.00,16.00
2022-03-27,Plátano,1Kg,15.00,22.00
2022-03-27,Sandía,1Kg,10.00,12.00
2022-03-27,Calabacita Italiana,1Kg,10.00,13.00
2022-03-27,Chile poblano,1Kg,19.00,30.00
2022-03-27,Chile serrano,1Kg,22.00,40.00
2022-03-27,Cebolla bola,1Kg,23.00,28.00
2022-03-27,Chayote sin espina,1Kg,7.00,15.00
2022-03-27,Jitomate Saladette,1Kg,15.00,20.00
2022-03-27,Lechuga romana,1Kg,10.00,15.00
2022-03-27,Papa alpha,1Kg,13.00,18.00
2022-03-27,Pepino,1Kg,16.00,20.00
2022-03-27,Tomate verde,1Kg,13.00,18.00
2022-03-27,Zanahoria mediana,1Kg,10.00,12.00
2022-03-28,Aceite Mixto,1Kg,40.00,45.00
2022-03-28,Arroz largo,1Kg,18.00,26.00
2022-03-28,Azúcar Estándar,1Kg,36.00,40.00
2022-03-28,Harina de Trigo,1Kg,19.00,21.00
2022-03-28,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-28,Frijol Negro,1Kg,24.00,25.00
2022-03-28,Huevo Blanco,1Kg,36.00,40.00
2022-03-28,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-28,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-28,Aguacate Hass,1Kg,70.00,90.00
2022-03-28,Limón con semilla,1Kg,30.00,45.00
2022-03-28,Guayaba,1Kg,20.00,25.00
2022-03-28,Manzana Golden,1Kg,45.00,50.00
2022-03-28,Manzana Starking,1Kg,45.00,50.00
2022-03-28,Naranja mediana,1Kg,7.00,10.00
2022-03-28,Papaya maradol,1Kg,18.00,23.00
2022-03-28,Piña,1Kg,10.00,16.00
2022-03-28,Plátano,1Kg,15.00,20.00
2022-03-28,Sandía,1Kg,10.00,12.00
2022-03-28,Calabacita Italiana,1Kg,12.00,20.00
2022-03-28,Chile poblano,1Kg,19.00,45.00
2022-03-28,Chile serrano,1Kg,30.00,60.00
2022-03-28,Cebolla bola,1Kg,20.00,26.00
2022-03-28,Chayote sin espina,1Kg,10.00,15.00
2022-03-28,Jitomate Saladette,1Kg,15.00,20.00
2022-03-28,Lechuga romana,1Kg,10.00,15.00
2022-03-28,Papa alpha,1Kg,13.00,18.00
2022-03-28,Pepino,1Kg,16.00,22.00
2022-03-28,Tomate verde,1Kg,13.00,17.00
2022-03-28,Zanahoria mediana,1Kg,10.00,12.00
2022-03-29,Aceite Mixto,1Kg,18.00,45.00
2022-03-29,Arroz largo,1Kg,18.00,26.00
2022-03-29,Azúcar Estándar,1Kg,36.00,40.00
2022-03-29,Harina de Trigo,1Kg,19.00,21.00
2022-03-29,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-29,Frijol Negro,1Kg,24.00,25.00
2022-03-29,Huevo Blanco,1Kg,38.00,40.00
2022-03-29,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-29,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-29,Aguacate Hass,1Kg,70.00,90.00
2022-03-29,Limón con semilla,1Kg,30.00,40.00
2022-03-29,Guayaba,1Kg,20.00,30.00
2022-03-29,Manzana Golden,1Kg,45.00,50.00
2022-03-29,Manzana Starking,1Kg,45.00,45.00
2022-03-29,Naranja mediana,1Kg,7.00,10.00
2022-03-29,Papaya maradol,1Kg,18.00,23.00
2022-03-29,Piña,1Kg,10.00,15.00
2022-03-29,Plátano,1Kg,15.00,20.00
2022-03-29,Sandía,1Kg,10.00,10.00
2022-03-29,Calabacita Italiana,1Kg,12.00,25.00
2022-03-29,Chile poblano,1Kg,19.00,45.00
2022-03-29,Chile serrano,1Kg,28.00,60.00
2022-03-29,Cebolla bola,1Kg,15.00,25.00
2022-03-29,Chayote sin espina,1Kg,8.00,17.00
2022-03-29,Jitomate Saladette,1Kg,17.00,20.00
2022-03-29,Lechuga romana,1Kg,10.00,15.00
2022-03-29,Papa alpha,1Kg,15.00,18.00
2022-03-29,Pepino,1Kg,19.00,22.00
2022-03-29,Tomate verde,1Kg,14.00,17.00
2022-03-29,Zanahoria mediana,1Kg,10.00,12.00
2022-03-30,Aceite Mixto,1Kg,42.00,45.00
2022-03-30,Arroz largo,1Kg,20.00,20.00
2022-03-30,Azúcar Estándar,1Kg,40.00,40.00
2022-03-30,Harina de Trigo,1Kg,20.00,20.00
2022-03-30,Frijol Flor de Mayo,1Kg,30.00,30.00
2022-03-30,Frijol Negro,1Kg,25.00,25.00
2022-03-30,Huevo Blanco,1Kg,40.00,40.00
2022-03-30,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-30,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-30,Aguacate Hass,1Kg,70.00,90.00
2022-03-30,Limón con semilla,1Kg,30.00,43.00
2022-03-30,Guayaba,1Kg,24.00,30.00
2022-03-30,Manzana Golden,1Kg,45.00,50.00
2022-03-30,Manzana Starking,1Kg,45.00,50.00
2022-03-30,Naranja mediana,1Kg,7.00,10.00
2022-03-30,Papaya maradol,1Kg,18.00,22.00
2022-03-30,Piña,1Kg,10.00,15.00
2022-03-30,Plátano,1Kg,15.00,20.00
2022-03-30,Sandía,1Kg,10.00,10.00
2022-03-30,Calabacita Italiana,1Kg,18.00,20.00
2022-03-30,Chile poblano,1Kg,30.00,32.00
2022-03-30,Chile serrano,1Kg,35.00,38.00
2022-03-30,Cebolla bola,1Kg,22.00,25.00
2022-03-30,Chayote sin espina,1Kg,12.00,15.00
2022-03-30,Jitomate Saladette,1Kg,20.00,20.00
2022-03-30,Lechuga romana,1Kg,15.00,15.00
2022-03-30,Papa alpha,1Kg,15.00,15.00
2022-03-30,Pepino,1Kg,20.00,22.00
2022-03-30,Tomate verde,1Kg,14.00,15.00
2022-03-30,Zanahoria mediana,1Kg,9.00,10.00
2022-03-31,Aceite Mixto,1Kg,40.00,45.00
2022-03-31,Arroz largo,1Kg,18.00,26.00
2022-03-31,Azúcar Estándar,1Kg,36.00,40.00
2022-03-31,Harina de Trigo,1Kg,19.00,21.00
2022-03-31,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-03-31,Frijol Negro,1Kg,24.00,25.00
2022-03-31,Huevo Blanco,1Kg,38.00,40.00
2022-03-31,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-03-31,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-03-31,Aguacate Hass,1Kg,70.00,90.00
2022-03-31,Limón con semilla,1Kg,30.00,40.00
2022-03-31,Guayaba,1Kg,20.00,28.00
2022-03-31,Manzana Golden,1Kg,45.00,50.00
2022-03-31,Manzana Starking,1Kg,45.00,50.00
2022-03-31,Naranja mediana,1Kg,7.00,10.00
2022-03-31,Papaya maradol,1Kg,15.00,22.00
2022-03-31,Piña,1Kg,10.00,15.00
2022-03-31,Plátano,1Kg,8.00,22.00
2022-03-31,Sandía,1Kg,10.00,13.00
2022-03-31,Calabacita Italiana,1Kg,12.00,25.00
2022-03-31,Chile poblano,1Kg,19.00,35.00
2022-03-31,Chile serrano,1Kg,30.00,60.00
2022-03-31,Cebolla bola,1Kg,20.00,25.00
2022-03-31,Chayote sin espina,1Kg,8.00,18.00
2022-03-31,Jitomate Saladette,1Kg,15.00,20.00
2022-03-31,Lechuga romana,1Kg,10.00,15.00
2022-03-31,Papa alpha,1Kg,13.00,18.00
2022-03-31,Pepino,1Kg,17.00,23.00
2022-03-31,Tomate verde,1Kg,13.00,16.00
2022-03-31,Zanahoria mediana,1Kg,9.00,12.00
2022-04-01,Aceite Mixto,1Kg,40.00,45.00
2022-04-01,Arroz largo,1Kg,18.00,40.00
2022-04-01,Azúcar Estándar,1Kg,40.00,40.00
2022-04-01,Harina de Trigo,1Kg,19.00,21.00
2022-04-01,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-04-01,Frijol Negro,1Kg,24.00,25.00
2022-04-01,Huevo Blanco,1Kg,38.00,44.00
2022-04-01,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-04-01,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-04-01,Aguacate Hass,1Kg,70.00,90.00
2022-04-01,Limón con semilla,1Kg,30.00,40.00
2022-04-01,Guayaba,1Kg,20.00,28.00
2022-04-01,Manzana Golden,1Kg,45.00,50.00
2022-04-01,Manzana Starking,1Kg,45.00,50.00
2022-04-01,Naranja mediana,1Kg,7.00,10.00
2022-04-01,Papaya maradol,1Kg,18.00,22.00
2022-04-01,Piña,1Kg,10.00,15.00
2022-04-01,Plátano,1Kg,17.00,22.00
2022-04-01,Sandía,1Kg,10.00,13.00
2022-04-01,Calabacita Italiana,1Kg,12.00,25.00
2022-04-01,Chile poblano,1Kg,19.00,30.00
2022-04-01,Chile serrano,1Kg,30.00,60.00
2022-04-01,Cebolla bola,1Kg,18.00,25.00
2022-04-01,Chayote sin espina,1Kg,8.00,18.00
2022-04-01,Jitomate Saladette,1Kg,17.00,20.00
2022-04-01,Lechuga romana,1Kg,10.00,15.00
2022-04-01,Papa alpha,1Kg,13.00,18.00
2022-04-01,Pepino,1Kg,17.00,23.00
2022-04-01,Tomate verde,1Kg,13.00,18.00
2022-04-01,Zanahoria mediana,1Kg,10.00,12.00
2022-04-02,Aceite Mixto,1Kg,40.00,45.00
2022-04-02,Arroz largo,1Kg,18.00,40.00
2022-04-02,Azúcar Estándar,1Kg,40.00,40.00
2022-04-02,Harina de Trigo,1Kg,19.00,21.00
2022-04-02,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-04-02,Frijol Negro,1Kg,24.00,25.00
2022-04-02,Huevo Blanco,1Kg,38.00,44.00
2022-04-02,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-04-02,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-04-02,Aguacate Hass,1Kg,70.00,90.00
2022-04-02,Limón con semilla,1Kg,30.00,40.00
2022-04-02,Guayaba,1Kg,20.00,28.00
2022-04-02,Manzana Golden,1Kg,45.00,50.00
2022-04-02,Manzana Starking,1Kg,45.00,50.00
2022-04-02,Naranja mediana,1Kg,7.00,10.00
2022-04-02,Papaya maradol,1Kg,18.00,22.00
2022-04-02,Piña,1Kg,10.00,15.00
2022-04-02,Plátano,1Kg,17.00,22.00
2022-04-02,Sandía,1Kg,10.00,13.00
2022-04-02,Calabacita Italiana,1Kg,12.00,25.00
2022-04-02,Chile poblano,1Kg,19.00,30.00
2022-04-02,Chile serrano,1Kg,30.00,60.00
2022-04-02,Cebolla bola,1Kg,18.00,25.00
2022-04-02,Chayote sin espina,1Kg,8.00,18.00
2022-04-02,Jitomate Saladette,1Kg,17.00,20.00
2022-04-02,Lechuga romana,1Kg,10.00,15.00
2022-04-02,Papa alpha,1Kg,13.00,18.00
2022-04-02,Pepino,1Kg,17.00,23.00
2022-04-02,Tomate verde,1Kg,13.00,18.00
2022-04-02,Zanahoria mediana,1Kg,10.00,12.00
2022-04-03,Aceite Mixto,1Kg,40.00,45.00
2022-04-03,Arroz largo,1Kg,18.00,40.00
2022-04-03,Azúcar Estándar,1Kg,40.00,40.00
2022-04-03,Harina de Trigo,1Kg,19.00,21.00
2022-04-03,Frijol Flor de Mayo,1Kg,24.00,33.00
2022-04-03,Frijol Negro,1Kg,24.00,25.00
2022-04-03,Huevo Blanco,1Kg,38.00,44.00
2022-04-03,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-04-03,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-04-03,Aguacate Hass,1Kg,70.00,90.00
2022-04-03,Limón con semilla,1Kg,30.00,40.00
2022-04-03,Guayaba,1Kg,20.00,28.00
2022-04-03,Manzana Golden,1Kg,45.00,50.00
2022-04-03,Manzana Starking,1Kg,45.00,50.00
2022-04-03,Naranja mediana,1Kg,7.00,10.00
2022-04-03,Papaya maradol,1Kg,18.00,22.00
2022-04-03,Piña,1Kg,10.00,15.00
2022-04-03,Plátano,1Kg,17.00,22.00
2022-04-03,Sandía,1Kg,10.00,13.00
2022-04-03,Calabacita Italiana,1Kg,12.00,25.00
2022-04-03,Chile poblano,1Kg,19.00,30.00
2022-04-03,Chile serrano,1Kg,30.00,60.00
2022-04-03,Cebolla bola,1Kg,18.00,25.00
2022-04-03,Chayote sin espina,1Kg,8.00,18.00
2022-04-03,Jitomate Saladette,1Kg,17.00,20.00
2022-04-03,Lechuga romana,1Kg,10.00,15.00
2022-04-03,Papa alpha,1Kg,13.00,18.00
2022-04-03,Pepino,1Kg,17.00,23.00
2022-04-03,Tomate verde,1Kg,13.00,18.00
